mlb;title;seller;ad_type;price_previous;price_current;discount;installments;date;post link;image link
MLB-5049191746;Placa gráfica msi gaming rtx 3050 lp 6g oc 6gb gddr6;Nocnoc usa;Premium;R$ 1.700,00;R$ 1.411,00;17% OFF;em 10x R$141,10 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5049191746-placa-grafica-msi-gaming-rtx-3050-lp-6g-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_789901-CBT79032371939_092024-E.webp
MLB-4637726150;Pc cpu gamer i7 3.4ghz 16gb ram ssd 480gb nvidia rtx 3050;N/A;Classic;R$ 3.599,00;R$ 3.167,00;12% OFF;em 12x R$304,41;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4637726150-pc-cpu-gamer-i7-34ghz-16gb-ram-ssd-480gb-nvidia-rtx-3050-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_804785-MLB78306642935_082024-E.webp
MLB-3491377033;Placa video msi rtx 3050 8gb ddr6 aero itx oc 8gb novo n/f;N/A;Premium;R$ 1.712,00;R$ 1.712,00;0%;em 10x R$171,21 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3491377033-placa-video-msi-rtx-3050-8gb-ddr6-aero-itx-oc-8gb-novo-nf-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_712498-MLB72418646704_102023-E.webp
MLB-5048239410;Placa de vídeo galax nvidia geforce rtx 3050 ex oc 6gb gddr6;N/A;Premium;R$ 1.599,00;R$ 1.599,00;0%;em 10x R$159,90 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5048239410-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_603263-MLU78533528616_082024-E.webp
MLB/count?a=U3B1i78RrBvE2%2BzUjdJw4mi7r9dQdh6tALi91FXYZTxPly0g2TBoNwjk2b%2FUVHPbQWyHTmpgI4AzynYYl%2BgZP04IFXBaHWc30YF2Y1sSoKoZl5D37B1nOQh2KACTrWFwbdwijHusBNhTiai7sEtK9AVfp8RnIXEkokkzz1rfS%2FV3cH4epzktMY6GlEnQtmWySM3P6pCJbkntEhw0SRUUVFSj6e%2FirOGwntcxRROmPHbPtzWGT%2FmelUQOpDn2ZOyax1GEK1Tg6zOZJ%2BHXWbVFDcqg1V1Pno9htvbF5QtdnVk7XqSyAbPbuhnZhmfJKCWqkjdNW0AbeuwYWdhGGxRCR1fIucxc8FUTQdTUDaL%2BrTtFn2%2FjbUg5Evn%2BsxFrFDi2f%2B5KHzUXnMBz%2BXfjY4pn7unS%2FQn6Y6gMVHWBC27Wp4NK2mCfvmsfwVZGnHnHyYgZZjRkOFMoEmBOGDqewFZVJWnsPTEeq6gVBZmuJ9N4AQPkTJWORiR06zn2ZiOSf6XBgOWnqCCX%2FNT1NW9F9jTM8kdmF%2BtBDX0OmcO4qWHLsmr2XQOIxGHwxmE%2BQbQ3oq8nm4XasYnWxGugdSxKszRbZjd%2F9teac6G3IzE2blfHBJGT5BPsEgCOct7sfd4qEI9W2e1eo1QOC19ebRQbIla80obNpH8Oq0wN%2BDthfTawOZmo2yNwuZ1wi0QoKo5fVSiZ%2BEE%3D&rb=x;Dual cooler p\ placa d video evga rtx 3050 3060 3060 ti xc;N/A;Premium;R$ 396,00;R$ 396,00;0%;em 10x R$39,60 sem juros;29/11/2024 09:51;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=U3B1i78RrBvE2%2BzUjdJw4mi7r9dQdh6tALi91FXYZTxPly0g2TBoNwjk2b%2FUVHPbQWyHTmpgI4AzynYYl%2BgZP04IFXBaHWc30YF2Y1sSoKoZl5D37B1nOQh2KACTrWFwbdwijHusBNhTiai7sEtK9AVfp8RnIXEkokkzz1rfS%2FV3cH4epzktMY6GlEnQtmWySM3P6pCJbkntEhw0SRUUVFSj6e%2FirOGwntcxRROmPHbPtzWGT%2FmelUQOpDn2ZOyax1GEK1Tg6zOZJ%2BHXWbVFDcqg1V1Pno9htvbF5QtdnVk7XqSyAbPbuhnZhmfJKCWqkjdNW0AbeuwYWdhGGxRCR1fIucxc8FUTQdTUDaL%2BrTtFn2%2FjbUg5Evn%2BsxFrFDi2f%2B5KHzUXnMBz%2BXfjY4pn7unS%2FQn6Y6gMVHWBC27Wp4NK2mCfvmsfwVZGnHnHyYgZZjRkOFMoEmBOGDqewFZVJWnsPTEeq6gVBZmuJ9N4AQPkTJWORiR06zn2ZiOSf6XBgOWnqCCX%2FNT1NW9F9jTM8kdmF%2BtBDX0OmcO4qWHLsmr2XQOIxGHwxmE%2BQbQ3oq8nm4XasYnWxGugdSxKszRbZjd%2F9teac6G3IzE2blfHBJGT5BPsEgCOct7sfd4qEI9W2e1eo1QOC19ebRQbIla80obNpH8Oq0wN%2BDthfTawOZmo2yNwuZ1wi0QoKo5fVSiZ%2BEE%3D&rb=x#polycard_client=search-nordic&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_637024-MLB76163585899_052024-E.webp
MLB-5175525424;Placa de video geforce rtx 3050 6gb - msi;N/A;Classic;R$ 1.790,00;R$ 1.790,00;0%;em 12x R$172,05;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5175525424-placa-de-video-geforce-rtx-3050-6gb-msi-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_883251-MLB80651404935_112024-E.webp
MLB-4637814070;Pc cpu gamer i7 3.4ghz 16gb ram ssd 1tb nvidia rtx 3050;N/A;Premium;R$ 3.899,00;R$ 3.509,00;10% OFF;em 10x R$350,91 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4637814070-pc-cpu-gamer-i7-34ghz-16gb-ram-ssd-1tb-nvidia-rtx-3050-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_886471-MLB78123572335_082024-E.webp
MLB-3467836103;Pc gamer i7 4770 16gb ram ssd 1tb placa vídeo rtx 3050 8gb;N/A;Premium;R$ 4.439,00;R$ 3.353,00;24% OFF;em 10x R$335,35 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3467836103-pc-gamer-i7-4770-16gb-ram-ssd-1tb-placa-video-rtx-3050-8gb-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_984165-MLB78306639511_082024-E.webp
MLB-3725906813;Placa de vídeo rtx 3050 6gb ex gddr6 galax - 35nrldmd9oex;N/A;Premium;R$ 1.679,00;R$ 1.679,00;0%;em 10x R$167,92 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3725906813-placa-de-video-rtx-3050-6gb-ex-gddr6-galax-35nrldmd9oex-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_871306-MLB77383815108_072024-E.webp
MLB-5161509698;Placa de vídeo msi geforce rtx 3050 ventus 2x 6gb gddr6;N/A;Premium;R$ 1.459,00;R$ 1.459,00;0%;em 10x R$145,90 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5161509698-placa-de-video-msi-geforce-rtx-3050-ventus-2x-6gb-gddr6-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_615817-MLU78851410259_082024-E.webp
MLB-5053066802;Placa de vídeo galax rtx 3050 6gb gddr6 ex oc 96bits;N/A;Classic;R$ 1.679,00;R$ 1.679,00;0%;em 12x R$161,38;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5053066802-placa-de-video-galax-rtx-3050-6gb-gddr6-ex-oc-96bits-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_964156-MLB78868770412_092024-E.webp
MLB-3899794181;Placa de vídeo msi geforce rtx 3050 ventus 2x 6gb gddr6;N/A;Classic;R$ 1.389,00;R$ 1.389,00;0%;em 12x R$134,37;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3899794181-placa-de-video-msi-geforce-rtx-3050-ventus-2x-6gb-gddr6-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_615817-MLU78851410259_082024-E.webp
MLB-3538393592;Pc gamer mancer intel core i5, rtx 3050, 16gb ddr4,ssd 480gb;Pichau;Classic;R$ 6.042,00;R$ 4.218,00;30% OFF;em 12x R$405,51;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3538393592-pc-gamer-mancer-intel-core-i5-rtx-3050-16gb-ddr4ssd-480gb-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_819654-MLB73197023576_122023-E.webp
MLB-3848804783;Gpu nvidia geforce rtx 3050 8gb gddr6 128bits pcyes pvrtx305;Jaguara;Premium;R$ 2.002,00;R$ 2.002,00;0%;em 10x R$200,26 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3848804783-gpu-nvidia-geforce-rtx-3050-8gb-gddr6-128bits-pcyes-pvrtx305-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_975994-MLB79205031277_092024-E.webp
MLB-4755616704;Placa de vídeo rtx 3050 6gb ex gddr6 96bits galax;N/A;Classic;R$ 1.577,00;R$ 1.577,00;0%;em 12x R$151,67;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4755616704-placa-de-video-rtx-3050-6gb-ex-gddr6-96bits-galax-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_777349-MLB76841830665_062024-E.webp
MLB-5066399676;Placa de vídeo asus dual nvidia geforce rtx 3050 oc 6gb gddr;Nvidia;Premium;R$ 2.099,00;R$ 1.429,00;31% OFF;em 10x R$142,97 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5066399676-placa-de-video-asus-dual-nvidia-geforce-rtx-3050-oc-6gb-gddr-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_701407-MLB79609709082_102024-E.webp
MLB-3652226995;Placa de video rtx 3050 ex 6gb 96bits gddr6 35nrldmd9oex;N/A;Classic;R$ 1.516,00;R$ 1.516,00;0%;em 12x R$145,72;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3652226995-placa-de-video-rtx-3050-ex-6gb-96bits-gddr6-35nrldmd9oex-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_666356-MLU74442645352_022024-E.webp
MLB-4998022706;Placa gráfica msi gaming rtx 3050 lp 6g oc 6gb gddr6;N/A;Premium;R$ 1.700,00;R$ 1.411,00;17% OFF;em 10x R$141,10 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4998022706-placa-grafica-msi-gaming-rtx-3050-lp-6g-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_942869-CBT78183696340_082024-E.webp
MLB37768706;Placa de vídeo zotac geforce rtx3050 6gb nvidia gddr6 96bits;N/A;Premium;R$ 1.627,00;R$ 1.627,00;0%;em 10x R$173,88 sem juros;29/11/2024 09:51;https://www.mercadolivre.com.br/placa-de-video-zotac-geforce-rtx3050-6gb-nvidia-gddr6-96bits/p/MLB37768706#polycard_client=search-nordic&wid=MLB3858298331&sid=search&searchVariation=MLB37768706&position=4&search_layout=grid&type=product&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_795137-MLU76843997688_062024-E.webp
MLB-4652826220;Cooler fan p\ placa video evga rtx 3050 3060 3060 ti xc hdmi;N/A;Premium;R$ 197,00;R$ 197,00;0%;em 6x R$32,83 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4652826220-cooler-fan-p-placa-video-evga-rtx-3050-3060-3060-ti-xc-hdmi-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_883383-MLB75984511164_052024-E.webp
MLB-3914206835;Placa de video galax geforce rtx 3050 ex, 6gb, gddr6, 96-bit;Nvidia;Classic;R$ 1.870,00;R$ 1.703,00;8% OFF;em 12x R$163,78;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3914206835-placa-de-video-galax-geforce-rtx-3050-ex-6gb-gddr6-96-bit-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_858261-MLB80619008608_112024-E.webp
MLB-4625985684;Placa de video rtx 3050 6gb ex gddr6 96bits - 35nrldmd9oex;N/A;Classic;R$ 1.774,00;R$ 1.774,00;0%;em 12x R$170,55;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4625985684-placa-de-video-rtx-3050-6gb-ex-gddr6-96bits-35nrldmd9oex-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_860997-MLB75785550928_042024-E.webp
MLB-4776742390;Placa de vídeo msi geforce rtx 4090 gaming x slim 24 gb;N/A;Premium;R$ 16.031,00;R$ 16.031,00;0%;em 10x R$1.603 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4776742390-placa-de-video-msi-geforce-rtx-4090-gaming-x-slim-24-gb-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_652523-MLB76948195047_062024-E.webp
MLB-3735872737;Placa de vídeo msi geforce rtx 4090 gaming x slim 24 gb;N/A;Classic;R$ 15.110,00;R$ 15.110,00;0%;em 12x R$1.452;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3735872737-placa-de-video-msi-geforce-rtx-4090-gaming-x-slim-24-gb-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_632018-MLB76948183011_062024-E.webp
MLB-3467873199;Pc gamer i7 3770 16gb ram ssd 1tb placa vídeo rtx 3050 8gb;N/A;Premium;R$ 4.418,00;R$ 3.484,00;21% OFF;em 10x R$348,46 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3467873199-pc-gamer-i7-3770-16gb-ram-ssd-1tb-placa-video-rtx-3050-8gb-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_733260-MLB78306501251_082024-E.webp
MLB38673069;Placa de video geforce rtx3050 manli 8gb;N/A;Premium;R$ 1.750,00;R$ 1.750,00;0%;em 10x R$189 sem juros;29/11/2024 09:51;https://www.mercadolivre.com.br/placa-de-video-geforce-rtx3050-manli-8gb/p/MLB38673069#polycard_client=search-nordic&wid=MLB5029302118&sid=search&searchVariation=MLB38673069&position=7&search_layout=grid&type=product&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_611975-MLU77990375259_072024-E.webp
MLB-3694114409;Placa de vídeo galax nvidia geforce rtx 3050 ex oc 6gb gddr6;N/A;Classic;R$ 1.563,00;R$ 1.266,00;18% OFF;em 12x R$122,55;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3694114409-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_666356-MLU74442645352_022024-E.webp
MLB-5162279350;Placa gráfica msi gaming rtx 3050 lp 6g oc 6gb gddr6;N/A;Premium;R$ 3.200,00;R$ 3.200,00;0%;em 10x R$320 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5162279350-placa-grafica-msi-gaming-rtx-3050-lp-6g-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_798059-MLB80224926186_112024-E.webp
MLB-3841291097;Placa gráfica msi gaming rtx 3050 gaming x 6g 6gb gddr6;Nocnoc usa;Premium;R$ 1.651,00;R$ 1.370,00;16% OFF;em 10x R$137,09 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3841291097-placa-grafica-msi-gaming-rtx-3050-gaming-x-6g-6gb-gddr6-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_714545-CBT79002598617_092024-E.webp
MLB41221063;Placa de video gpu nvidia geforce rtx 3050 6gb gddr6 96bits;Jaguara;Premium;R$ 1.631,00;R$ 1.631,00;0%;em 10x R$163,20 sem juros;29/11/2024 09:51;https://www.mercadolivre.com.br/placa-de-video-gpu-nvidia-geforce-rtx-3050-6gb-gddr6-96bits/p/MLB41221063#polycard_client=search-nordic&wid=MLB5139988046&sid=search&searchVariation=MLB41221063&position=5&search_layout=grid&type=product&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_908457-MLA79342522522_092024-E.webp
MLB-4463965120;Placa de vídeo galax nvidia geforce rtx 3050 ex 1-click oc;Olist;Classic;R$ 1.584,00;R$ 1.584,00;0%;em 12x R$152,25;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4463965120-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-1-click-oc-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_649413-MLB74686461245_022024-E.webp
MLB-3791169441;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;N/A;Premium;R$ 1.599,00;R$ 1.599,00;0%;em 10x R$159,99 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3791169441-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_647780-MLB77708585280_072024-E.webp
MLB-3895791795;Placa de vídeo galax nvidia geforce rtx 3050 ex oc 6gb gddr6;N/A;Premium;R$ 1.750,00;R$ 1.750,00;0%;em 10x R$175 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3895791795-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_603263-MLU78533528616_082024-E.webp
MLB-3538220384;Pc gamer mancer intel core i5, rtx 3050, 8gb ddr4, ssd 240gb;Pichau;Premium;R$ 4.349,00;R$ 3.983,00;8% OFF;em 10x R$398,39 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3538220384-pc-gamer-mancer-intel-core-i5-rtx-3050-8gb-ddr4-ssd-240gb-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_624990-MLB73197317170_122023-E.webp
MLB-3682555247;Placa de video nvidia rtx 3050 6gb ddr6 asus;N/A;Premium;R$ 1.699,00;R$ 1.699,00;0%;em 10x R$170 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3682555247-placa-de-video-nvidia-rtx-3050-6gb-ddr6-asus-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_611326-MLB76046495744_052024-E.webp
MLB-4755689430;Placa de vídeo rtx 3050 6gb ex gddr6 galax - 35nrldmd9oex;N/A;Classic;R$ 1.571,00;R$ 1.571,00;0%;em 12x R$151,04;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4755689430-placa-de-video-rtx-3050-6gb-ex-gddr6-galax-35nrldmd9oex-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_850828-MLB77599878121_072024-E.webp
MLB-3604773879;Placa de vídeo galax nvidia geforce rtx 3050 ex 1-click oc;Olist;Classic;R$ 1.556,00;R$ 1.556,00;0%;em 12x R$149,60;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3604773879-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-1-click-oc-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_663628-MLB74686472157_022024-E.webp
MLB-3849114247;Placa gráfica asus dual nvidia geforce rtx 3050 6gb gddr6;N/A;Premium;R$ 1.651,00;R$ 1.370,00;16% OFF;em 10x R$137,09 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3849114247-placa-grafica-asus-dual-nvidia-geforce-rtx-3050-6gb-gddr6-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_780178-CBT79210135741_092024-E.webp
MLB-4185975310;Placa vídeo galax geforce rtx 3050 1-click oc v2 8gb 128bit;Olist;Premium;R$ 2.371,00;R$ 2.371,00;0%;em 10x R$237,18 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4185975310-placa-video-galax-geforce-rtx-3050-1-click-oc-v2-8gb-128bit-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_834846-MLB72664949862_112023-E.webp
MLB-3539605681;Gainward placa de vídeo rtx3050 8gb ghost ne63050018p1-1070b;N/A;Premium;R$ 2.357,00;R$ 2.357,00;0%;em 10x R$235,71 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3539605681-gainward-placa-de-video-rtx3050-8gb-ghost-ne63050018p1-1070b-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_869036-MLB73390850335_122023-E.webp
MLB-3849142119;Placa gráfica asus dual nvidia geforce rtx 3050 oc 8gb gddr6;N/A;Premium;R$ 3.678,00;R$ 3.053,00;17% OFF;em 10x R$305,31 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3849142119-placa-grafica-asus-dual-nvidia-geforce-rtx-3050-oc-8gb-gddr6-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_963055-CBT79210532013_092024-E.webp
MLB-3503717387;Placa vídeo galax geforce rtx 3050 1-click oc v2 8gb 128bit;Olist;Classic;R$ 2.364,00;R$ 2.364,00;0%;em 12x R$227,31;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3503717387-placa-video-galax-geforce-rtx-3050-1-click-oc-v2-8gb-128bit-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_917510-MLB72737670161_112023-E.webp
MLB-4562325334;Placa video 6 gb gainward pegasus gf rtx3050 d6 ne63050018je;N/A;Premium;R$ 1.479,00;R$ 1.479,00;0%;em 10x R$147,90 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4562325334-placa-video-6-gb-gainward-pegasus-gf-rtx3050-d6-ne63050018je-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_796838-MLB75304273418_032024-E.webp
MLB-3300305425;Pc gamer mancer intel core i5, rtx 3050, 8gb ddr4, ssd 240gb;Pichau;Classic;R$ 4.116,00;R$ 3.818,00;7% OFF;em 12x R$367,06;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3300305425-pc-gamer-mancer-intel-core-i5-rtx-3050-8gb-ddr4-ssd-240gb-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_969242-MLB73282564159_122023-E.webp
MLB-3503725727;Placa vídeo galax geforce rtx 3050 1-click oc v2 8gb 128bit;Olist;Classic;R$ 2.401,00;R$ 2.401,00;0%;em 12x R$230,83;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3503725727-placa-video-galax-geforce-rtx-3050-1-click-oc-v2-8gb-128bit-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_637097-MLB72737685195_112023-E.webp
MLB-4463952290;Placa de vídeo galax nvidia geforce rtx 3050 ex 1-click oc;Olist;Premium;R$ 1.561,00;R$ 1.436,00;7% OFF no Pix;ou R$1.561 em 10x R$156,10 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4463952290-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-1-click-oc-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=57772b7c-d168-49ec-acee-6362693bb95e;https://http2.mlstatic.com/D_Q_NP_2X_821683-MLB74559605212_022024-E.webp
